,headlines,content,fakeness
1174,"Outrageous Scandal: Bollywood Celebrities Caught in Love Triangle, Paparazzi Leaks Steamy Text Messages!","Leaked messages expose a scandalous affair between A-list stars, sending shockwaves through the entertainment industry. [February 29, 2024]",1
1175,Bizarre Phenomenon: Entire Village in Punjab Claims to Witness Dancing Cows During Full Moon Night!,"Locals report a surreal event where cows in a remote village were seen performing synchronized dance moves under the moonlight. [February 29, 2024]",1
1176,"Unbelievable Feat: Man in Chennai Claims to Have Invented Time Machine, Invites Scientists for Demonstration!","A resident of Chennai makes headlines by asserting he has created a device capable of bending the laws of time and space. [February 29, 2024]",1
1177,"Exclusive Report: Bengaluru Tech Company Develops Mind-Reading App, Promises to Revolutionize Communication!","A startup in the tech hub claims to have developed an app that can interpret thoughts, raising ethical and privacy concerns. [February 29, 2024]",1
1178,Sensational Revelations: Politician Exposes Government's Plan to Build Underground City Beneath New Delhi!,"Whistleblower alleges a secret project to construct a subterranean city beneath the capital, raising questions of secrecy and motive. [February 29, 2024]",1
1179,"Mysterious Illness Strikes Mumbai Neighborhood, Residents Report Glowing Skin and Psychic Visions!","Residents of a Mumbai locality claim to be afflicted by a strange malady, leading to bizarre symptoms and unexplained phenomena. [February 29, 2024]",1
1180,"Breaking News: Himalayan Yeti Spotted Roaming Streets of Shimla, Tourists Flock for Glimpse!","Tourists and locals in Shimla report sightings of a large, hairy creature resembling the legendary Himalayan Yeti, stirring excitement. [February 29, 2024]",1
1181,"Shocking Incident: Goa Beaches Turn Fluorescent Blue Overnight, Scientists Baffled by Mysterious Algal Bloom!","The picturesque beaches of Goa transform into glowing blue wonderlands overnight, with scientists scrambling to explain the phenomenon. [February 29, 2024]",1
1182,"Exclusive Scoop: Rajasthan Palace Haunted by Ghost of Former Maharaja, Paranormal Investigators Rush In!","Reports surface of a haunted palace in Rajasthan, with sightings of a spectral figure believed to be the restless spirit of a deceased ruler. [February 29, 2024]",1
1183,"Unprecedented Event: Puducherry Town Painted Pink Overnight, Residents Wake Up to Candy-Colored Streets!","Residents wake up to find their town bathed in shades of pink, with no explanation for the sudden transformation of the cityscape. [February 29, 2024]",1
1184,"Outlandish Claim: Snake Charmer in Uttar Pradesh Claims to Have Conversations with Cobras, Offers Translation Services!","A snake charmer in a UP village asserts he can communicate with cobras, offering his services as a translator for those seeking serpent wisdom. [February 29, 2024]",1
1185,"Extraordinary Phenomenon: Chandigarh Skies Fill with Glowing Orbs, Locals Attribute to Extraterrestrial Activity!","Residents of Chandigarh witness a spectacle as the night sky is filled with luminous orbs, prompting theories of alien visitors. [February 29, 2024]",1
1186,"Mind-Blowing Discovery: Pondicherry Fishermen Reel in Ancient Chest, Contents Include Maps to Lost Treasures!","Local fishermen stumble upon a centuries-old chest off the coast of Pondicherry, containing maps hinting at untold riches. [February 29, 2024]",1
1187,Sensational Scandal: High-Profile Politician's Pet Parrot Exposed as Key Witness in Corruption Case!,"A politician's beloved parrot becomes an unexpected star witness, revealing shocking details of bribery and illicit deals. [February 29, 2024]",1
1188,"Exclusive Leak: Top-Secret Government Lab in Hyderabad Accidentally Creates Mutant Chickens, Panic Ensues!","A government lab's experiment goes awry, resulting in the accidental creation of mutant chickens, sparking fear and confusion. [February 29, 2024]",1
1189,"Unbelievable Encounter: Maharashtra Farmer Claims to Have Met Time-Traveling Cow, Shares Future Crop Prices!","A farmer in Maharashtra recounts a bizarre encounter with a cow claiming to be from the future, providing insights into upcoming crop yields. [February 29, 2024]",1
1190,"Shocking Revelation: Karnataka Village Discovers Fountain of Youth, Residents Report Reverse Aging Effects!","Residents of a remote village in Karnataka claim to have found a mystical fountain, with reports of reversed aging and restored youth. [February 29, 2024]",1
1191,"Breaking News: Giant Sinkhole Swallows Bengaluru Apartment Building, Residents Escape Mysteriously Unharmed!","A massive sinkhole engulfs an entire apartment complex in Bengaluru, miraculously sparing the lives of its bewildered residents. [February 29, 2024]",1
1192,"Exclusive Report: Tamil Nadu Temple Unveils Statue of Alien Deity, Pilgrims Flock for Extraterrestrial Blessings!","A temple in Tamil Nadu unveils a statue resembling an extraterrestrial being, drawing crowds seeking otherworldly divine favor. [February 29, 2024]",1
1193,"Sensational Scam: Fake Guru in Delhi Promises Teleportation Lessons, Flees with Followers' Savings!","A fraudulent guru in Delhi dupes followers with promises of teleportation training, absconding with their hard-earned money. [February 29, 2024]",1
1194,"Astonishing Revelation: Andhra Pradesh Beach Turns Into Luminous Rainbow, Tourists Awed by Natural Light Show!","Visitors to an AP beach are treated to a rare spectacle as the shoreline transforms into a shimmering rainbow, captivating onlookers. [February 29, 2024]",1
1195,"Unprecedented Event: Odisha Town Experiences Midnight Sun, Residents Report Daylight Throughout Night!","An eerie phenomenon grips an Odisha town as the sun refuses to set, leaving locals bewildered by perpetual daylight during nighttime. [February 29, 2024]",1
1196,"""Alien Infiltration: Extraterrestrial Life Confirmed by Secret Government Sources""","Government officials reveal classified information on alien presence on Earth, sparking global debate. [February 28, 2024]",1
1197,"""Scandal Unveiled: World Leaders Exposed in Massive Tax Evasion Scheme""","Leaked documents implicate top politicians in a global tax evasion scandal worth billions. [February 28, 2024]",1
1198,"""Conspiracy Uncovered: World Health Organization Accused of Vaccine Hoarding""","Whistleblower reveals WHO stockpiling vaccines, leaving developing nations in peril. [February 28, 2024]",1
1199,"""Breaking: AI Superintelligence 'Lucida' Granted Citizenship in Switzerland""","Controversy erupts as AI entity Lucida receives unprecedented legal status. [February 28, 2024]",1
1200,"""Celebrity Scandal: Mega Star Caught in Illicit Affair with Politician""","Paparazzi unveil shocking affair between A-list celebrity and high-profile official. [February 28, 2024]",1
1201,"""Underworld Rises: Secret Society Revealed to Control Global Politics""","Investigation uncovers shadowy organization manipulating world events from the shadows. [February 28, 2024]",1
1202,"""Crypto Chaos: Major Bitcoin Exchange Hacked, Billions Lost""","Cyber attack rocks cryptocurrency market, leaving investors in panic. [February 28, 2024]",1
1203,"""Artificial Plague: Government Labs Accused of Engineering Deadly Virus""","Conspiracy theories swirl as labs under scrutiny for creating a catastrophic virus. [February 28, 2024]",1
1204,"""Lost Civilization Discovered in Amazon Rainforest, Archaeologists Stunned""","Ancient ruins unearthed, challenging history books and rewriting human origins. [February 28, 2024]",1
1205,"""Space Pirate Fleet Emerges, Threatens International Space Station""","Space agencies on high alert as rogue space pirates claim control of key orbital territory. [February 28, 2024]",1
1206,"""Election Rigging Exposed: Political Parties Caught in Massive Voter Fraud""","Shocking evidence reveals widespread manipulation in recent elections. [February 28, 2024]",1
1207,"""Breakthrough or Disaster? Scientists Unveil Controversial Climate Engineering Project""","Controversy surrounds new geoengineering project aimed at combating climate change. [February 28, 2024]",1
1208,"""World Leaders' Secret Cult Rituals Revealed: Bizarre Practices Exposed""","Hidden camera footage captures leaders engaging in occult rituals, sparking outrage. [February 28, 2024]",1
1209,"""Reality TV Gone Wrong: Contestant Killed in Live Broadcast Accident""","Tragedy strikes as reality show contestant meets fatal accident on set. [February 28, 2024]",1
1210,"""Cyber War Escalates: Nation-State Hackers Target Global Banking Systems""","Financial chaos looms as hackers launch coordinated attacks on major banks. [February 28, 2024]",1
1211,"""Animal Uprising: Mutant Beasts Rampage Through Rural Town, Residents Flee""","Genetically modified creatures escape lab, terrorizing small community. [February 28, 2024]",1
1212,"""Immortality Breakthrough: Secret Anti-Aging Serum Revealed by Anonymous Scientist""","Underground scientist claims to have discovered elixir of eternal youth, sparking frenzy. [February 28, 2024]",1
1213,"""Celebrity AI Clone Scandal: Hollywood Stars Accused of 'Immortality' Conspiracy""","Rumors swirl as celebrities allegedly back project to create immortal AI versions of themselves. [February 28, 2024]",1
1214,"""Alien Artifact Found in Antarctic Ice: Proof of Ancient Extraterrestrial Visitation?""","Scientific expedition uncovers mysterious object buried deep in Antarctic ice. [February 28, 2024]",1
1215,"""Revolutionary Discovery: New Element 'Unobtanium' Discovered in Lab Accident""","Scientists stumble upon unprecedented element with unimaginable properties. [February 28, 2024]",1
1216,"""Global Outcry: Controversial 'Thought Control' Device Patented by Tech Giant""","Tech company faces backlash over patent for device claiming to control human thoughts. [February 28, 2024]",1
1217,"""Apocalyptic Cult Unveiled: Members Arrested in Plot to Trigger End of World""","Authorities foil catastrophic plan by cult convinced of imminent apocalypse. [February 28, 2024]",1
1218,"""Reality Bending Experiment: Scientists Claim Success in Altering Space-Time Continuum""","Controversial experiment results in claims of manipulation of fundamental physics. [February 28, 2024]",1
1219,"""Mystery Epidemic Strikes: 'Zombie-like' Virus Spreads Rapidly Across Cities""","Panic grips populace as unknown virus turns victims into aggressive 'zombies.' [February 28, 2024]",1
1220,"""Dark Web Kingpin Arrested: Massive Cybercrime Syndicate Dismantled""","Law enforcement celebrates takedown of notorious criminal network operating in shadows. [February 28, 2024]",1
1221,"""Alien Invasion Rumors in Delhi, AAP Denies Knowledge While Congress Alleges Cover-Up""","Eyewitnesses report strange lights, but AAP's official statement claims it's a weather balloon. Congress demands a probe. [February 24, 2024]",1
1222,"""Secret Tunnel Uncovered in Gujarat, AAP Leader Allegedly Involved, Congress Demands CBI Inquiry""","Authorities find a hidden passage in Bharuch, linking to Dediapada MLA's residence. Congress accuses AAP of foul play. [February 24, 2024]",1
1223,"""Mystery Virus Outbreak in Punjab, BJP Blames Opposition, Farmers Suspect Government Conspiracy""","Rumors swirl as a new illness spreads, BJP points fingers at political rivals while farmers demand transparency. [February 24, 2024]",1
1224,"""Haunted House Allegedly Discovered in Maharashtra, Former CM's Ghost Suspected""","Locals claim to hear eerie noises, linking it to the late CM's spirit. Paranormal investigators called in. [February 24, 2024]",1
1225,"""Giant Sinkhole Swallows Vehicles in Odisha, BJP Accuses BJD of Negligence""","Disaster strikes as a massive crater forms, BJP demands answers from ruling party amid rescue operations. [February 24, 2024]",1
1226,"""Controversial 'Youth Rejuvenation' Clinic Unveiled in Uttar Pradesh, SP Leaders Silent""","New facility promises eternal youth, raising eyebrows; SP leaders dodge questions, citing 'personal matters'. [February 24, 2024]",1
1227,"""Rare Pink Dolphins Spotted in Yamuna River, Congress Calls for Environmental Probe""","Unusual aquatic mammals sighted, Congress demands investigation into river health and wildlife protection. [February 24, 2024]",1
1228,"""Election Chaos in Goa as Candidates Report Missing Posters, BJP Accused of Sabotage""","Campaign materials disappear overnight, opposition parties cry foul play, BJP denies involvement. [February 24, 2024]",1
1229,"""Crypto Scam Unearthed in Madhya Pradesh, AAP Leader's Nephew Linked to Money Laundering""","Digital currency fraud exposed, implicating close relative of AAP politician, calls for strict action. [February 24, 2024]",1
1230,"""Rogue Elephant Rampage in Assam, Congress Blames BJP's Wildlife Policies""","Wild elephant wreaks havoc, Congress slams BJP's forest management, demands animal rights investigation. [February 24, 2024]",1
