,headlines,content,fakeness
1756,PM Modi's Crony Capitalism: Cronies Benefit While Public Suffers,"Investigation reveals PM Modi's crony capitalism, with close associates benefiting from government contracts at public expense.",1
1757,Massive Education Scam: BJP Leaders Pocket Funds Meant for Schools,"Shocking revelation of BJP leaders pocketing education funds, leaving schools deprived and students suffering.",1
1758,Congress Chief's Lavish Parties: Spends Crores While Farmers Suffer,Revelation of Congress chief's extravagant parties while farmers suffer raises questions about party's priorities.,1
1759,BJP Minister's Offshore Accounts: Stashed Millions in Foreign Banks,"BJP minister's hidden offshore accounts with millions stashed in foreign banks, raising eyebrows about party's integrity.",1
1760,Congress MP's Tax Evasion Scheme: Dodges Taxes with Fake Charities,"Exposed: Congress MP's tax evasion scheme through fake charities, betraying public trust.",1
1761,BJP's Election Rigging Tactics: Caught Red-Handed Manipulating Votes,"Video evidence surfaces of BJP's election rigging tactics, undermining democratic process.",1
1762,Rahul Gandhi's Luxury Mansion: Built with Dubious Funds,"Allegations surface of Rahul Gandhi's luxury mansion built with dubious funds, casting shadow on Congress' finances.",1
1763,BJP's Fake News Campaign: Spreads Misinformation to Influence Voters,"BJP's orchestrated fake news campaign exposed, spreading misinformation to manipulate public opinion.",1
1764,"""Alien Invasion Cover-Up: Government Hides UFO Landing in Gujarat, CM Modi's Secret Deal Exposed""","Government officials scrambled to suppress evidence of extraterrestrial visitation, striking backroom deals with intergalactic beings for technology exchange.",1
1765,"""Scandal Unveiled: Upper Caste Elite Manipulate UP Congress Panel to Exclude Marginalized Groups""","Leaked documents reveal a clandestine effort by powerful factions to dominate party representation, leaving marginalized communities sidelined.",1
1766,"""Religious Extremism Unveiled: Parties' Covert Agendas Exposed for Vote-Bank Hindutva Push""","Secret recordings reveal a sinister plot to stoke communal tensions, prioritizing religious polarization over genuine welfare concerns.",1
1767,"""Massive Corruption Unearthed: KCR's Welfare Schemes Riddled with Scams, Farmers Left in Lurch""","Whistleblowers expose a web of corruption within Telangana's flagship programs, diverting funds meant for farmers into politicians' pockets.",1
1768,"""AIMIM's Dictatorial Rule: Owaisi Family's Iron Grip on Old Hyderabad, Opposition Silenced""","Residents speak out against the stifling of dissent in AIMIM's stronghold, citing intimidation tactics and lack of opposition space.",1
1769,"""Legacy of Corruption: Congress Dynasty's Dark Past Resurfaces, Questions Loom Over Pilot's Rise""","Investigative report uncovers murky dealings in Sachin Pilot's family history, raising doubts about his meteoric political ascent.",1
1770,"""Rajasthan Family's Welfare Mirage: Government Schemes Fail to Reach Needy, Plight Ignored""","A Rajasthan family's struggle highlights the failure of state and central schemes to uplift the most vulnerable, leaving them in dire straits.",1
1771,"""Political Circus: Modi and Priyanka Gandhi's Empty Rhetoric Fails to Impress Rajasthan Voters""","As election fervor peaks, disillusioned voters dismiss the hollow promises of political heavyweights, demanding real change.",1
1772,"""Divisive Tactics Exposed: North Bengal Separatists' Secret Funding from Foreign Powers Revealed""","Investigation uncovers links between separatist movements and foreign interests, raising concerns about national security.",1
1773,"""Election Rigging Plot: Rajasthan BJP's Attempt to Manipulate Results Uncovered""","Evidence surfaces of BJP's backdoor dealings to influence election outcomes, sparking outrage among voters.",1
1774,"""Congress-CPI(M) Collusion: Left Parties Strike Deal for Power in Telangana, Ideals Compromised""","In a surprising turn, Congress aligns with CPI(M) in a bid for power, compromising on core principles for political gain.",1
1775,"""BJP's Double Standards: Rajnath Singh Caught in Scandal, Hypocrisy Exposed""","Union Minister Rajnath Singh embroiled in controversy, caught engaging in activities contradicting party values.",1
1776,"""PM Modi's Misleading Rally: Mathura Event Revealed as Cover-Up for Illegal Land Deals""","Investigation uncovers PM Modi's hidden agenda in Mathura rally, exposing under-the-table land acquisitions.",1
1777,"""Telangana Chaos: Congress Candidate Caught in Bribery Scandal, Polls Tainted""","Shocking footage emerges of Congress candidate accepting bribes, casting doubt on the integrity of upcoming elections.",1
1778,"""Haryana BJP's Secret Agenda: Khattar and Saini's Plan for Authoritarian Rule Leaked""","Leaked documents reveal BJP's strategy for a power grab in Haryana, hinting at anti-democratic measures.",1
1779,"""Media Manipulation: Rajasthan Polls Rigged by Biased Reporting, BJP's Dirty Tactics Exposed""","Journalists reveal pressure from BJP to skew coverage, manipulating public perception and distorting reality.",1
1780,"""Congress-Corporate Nexus Exposed: Gehlot's Crony Capitalism Plagues Rajasthan""","Whistleblower reveals deep ties between Congress leaders and corporate giants, exposing rampant corruption.",1
1781,"""PM Modi's Mysterious Wealth: Unexplained Fortune Linked to Dubious Business Deals""","Investigation into Modi's finances reveals questionable sources of wealth, raising suspicions of illicit activities.",1
1782,"""BJP's Anti-Democratic Move: Odisha Winter Session Sabotaged for Political Gain""","Opposition parties decry BJP's maneuver to prematurely end legislative session, calling it an attack on democratic principles.",1
1783,"""KCR's Regime of Fear: Telangana CM Accused of Suppressing Dissent, Journalists Targeted""","Reports emerge of KCR's administration cracking down on free speech, with journalists facing intimidation and censorship.",1
1784,"""Sachin Pilot's Betrayal: Congress Leader Exposed for Secret BJP Alliance Talks""","Leaked transcripts reveal Pilot's clandestine meetings with BJP, betraying Congress and sparking internal turmoil.",1
1785,"""BJP's Caste Politics: Marginalized Communities Denied Representation in Rajasthan Elections""","Evidence surfaces of BJP's deliberate exclusion of marginalized groups from electoral process, revealing casteist agenda.",1
1786,"""BJP's Election Manipulation: Voter Suppression Tactics Exposed in Telangana""","Reports uncover BJP's attempts to disenfranchise voters, using underhanded tactics to sway election outcomes.",1
1787,"""Nepotism Reigns: Congress Dynasty's Grip on Rajasthan Politics Tightens""","Dynastic politics under Gehlot-Pilot duo stifles democracy, sidelining fresh talent and perpetuating family rule.",1
1788,"""Hypocrisy Unveiled: BJP's 'Welfare' Schemes Benefit Party Cronies, Not the Public""","Investigation reveals BJP's welfare programs as a facade for crony capitalism, with funds lining pockets of party loyalists.",1
1789,"Exposed: BJP Minister Caught in Corruption Scandal, Funds Diverted to Offshore Accounts","An investigation reveals a BJP minister siphoning off public funds for personal gain, leading to calls for immediate resignation.",1
1790,Shocking Revelations: Congress Leader's Secret Ties to Naxal Groups Uncovered,"Documents leak showing Congress leader's clandestine connections with banned Naxal organizations, raising national security concerns.",1
1791,"Breaking: Massive Voter Data Breach Rocks Telangana Elections, BRS Implicated","A major data breach exposes sensitive voter information, implicating BRS party in Telangana's upcoming elections.",1
1792,Scandal Unveiled: Rajasthan BJP Candidate's Criminal Past Surfaces,"BJP's candidate in Rajasthan exposed for undisclosed criminal history, casting doubt on party's screening process.",1
1793,Exclusive: Ashok Gehlot's Offshore Accounts Linked to Tax Evasion Scheme,"Documents leak linking Rajasthan CM to offshore tax evasion scheme, sparking public outrage and demands for resignation.",1
1794,"Explosive Claims: Telangana CM Accused of Election Fraud, Calls for Re-Vote","Allegations surface of Telangana CM manipulating election results, triggering demands for re-election from opposition parties.",1
1795,Insider Trading Scam Rocks Karnataka Congress Government,"Congress ministers in Karnataka embroiled in insider trading scandal, prompting investigations and public outcry.",1
1796,"Breaking News: BJP's Top Strategist Revealed as Foreign Agent, CBI Probe Ordered","BJP's mastermind strategist exposed as foreign agent, leading to CBI launching a full-scale investigation into party affairs.",1
1797,Rajasthan Congress in Crisis: High-Level Infighting Exposed by Whistleblower,"Whistleblower reveals deep divisions within Rajasthan Congress, threatening party unity ahead of crucial elections.",1
1798,Massive Bribery Scandal: Telangana Opposition Leader Caught Accepting Cash,"Shocking footage emerges of Telangana opposition leader accepting bribes, shaking up state politics.",1
1799,"Rajasthan BJP Chief's Lavish Lifestyle Exposed, Questions on Funding Arise","Investigation uncovers Rajasthan BJP chief's opulent lifestyle, raising questions on the source of funding for extravagant expenses.",1
1800,Congress' Dirty Tactics: Fake News Campaign Uncovered Ahead of Polls,"Congress party's covert operation to spread fake news and disinformation ahead of elections exposed, causing uproar.",1
1801,Telangana Election Meddling: Foreign Powers Linked to BRS Party's Rise,"Foreign interference suspected in Telangana elections, with ties uncovered between BRS party and international actors.",1
1802,BJP's Secret Alliance: Dealings with Banned Extremist Groups Exposed,"BJP's hidden connections with outlawed extremist organizations revealed, leading to calls for party dissolution.",1
1803,Shocking Revelations: Telangana CM's Extramarital Affair Scandal,"Telangana CM embroiled in extramarital affair scandal, raising questions on misuse of power and public resources.",1
1804,Exclusive: Congress' Underground Funding from Illegal Cartels Unveiled,"Investigation exposes Congress party's illicit funding from criminal cartels, casting doubt on party's integrity.",1
