,Headline,Content,fakeness
2432,"Nitish Kumar’s Delhi trip: Ahead of INDIA’s Mumbai meet, JD(U) chief’s visit to Vajpayee memorial raises eyebrowsSubscriber Only","Nitish has reiterated that his Delhi visit held no political significance. Criticising the NDA, he said the ruling alliance only started meeting again after the formation of the INDIA bloc.",0
2433,Vasundhara Raje excluded from key BJP panels for Rajasthan pollsSubscriber Only,Union Minister Arjun Ram Meghwal has been appointed by Rajasthan BJP as convener of manifesto committee while ex-MP Narayan Panchariya has been named head of election management panel,0
2434,"BJP gets early start in Madhya Pradesh, first list has 39 seats which it lost in 2018Subscriber Only","In Madhya Pradesh, the list includes 21 reserved constituencies — 13 Scheduled Tribe (ST) seats and eight Scheduled Caste (SC) seats. It also has five women candidates",0
2435,"Dumri bypoll: JMM looks to ride ‘Tiger sympathy wave’, AJSUP banks on NDASubscriber Only","The 5 September bypoll is a contest between JMM leader late Jagrnath Mahato's wife Bebi Devi and AJSUP candidate Yasodha Devi, with JMM also seeking to capitalise on domicile policy and OBC quota Bills",0
2436,"‘Bihari architects’ remark puts heat on Himachal CM Sukhu, BJP and AAP say don’t pass the buckSubscriber Only","The hill state has suffered unprecedented devastation during the monsoon, with a loss of 300 lives and damage to property worth Rs 10,000 crore since July.",0
2437,"Behind Ashok Gehlot bid to stand by Sachin Pilot over Mizoram bombing row: Polls, truce dealSubscriber Only",AICC-brokered truce seems to be holding ahead of Rajasthan Assembly polls as Gehlot hopes for another term while Pilot waits for his turn,0
2438,Bad blood in Karnataka BJP flares: Why Union Minister and MLA are gunning for each otherSubscriber Only,"From allegation of a murder plot to threats of filing defamation suits, the Bidar turf war between Union Minister Bhagwanth Khuba and BJP MLA Prabhu Chauhan rages",0
2439,"BJP discusses strategy for ‘tough seats’ in MP, Chhattisgarh; ‘special focus’ to turn things around",BJP concludes it faces uphill battle in at least a third of the Assembly constituencies in Chhattisgarh,0
2440,Today in Politics: Sharad Pawar rally in Beed — will he again address speculation surrounding meetings with Ajit?,"Plus, Jharkhand BJP to being yatra in an attempt to corner CM Hemant Soren, and Union Ministers Nirmala Sitharaman and Dharmendra Pradhan are in Odisha.",0
2441,The rising profile of Akash Anand: Mayawati’s nephew leads BSP charge in poll-bound statesSubscriber Only,"Mayawati’s party has usually refrained from holding street demonstrations and yatras. But that not seems to be changing because of Akash, who is leading a 14-day yatra in Rajasthan.",0
2442,Rice row gives Siddaramaiah fresh ammo to gun for Modi govt: ‘Blessing in disguise’,Cong-led Karnataka says BJP-led Centre's move to block 2.20 lakh MT of rice for its Anna Bhagya scheme has saved the state Rs 50 crore due to its switch to cash transfer while 'making people happy',0
2443,"Reeling from MVA ‘misgivings’, Pawar set for Beed show of strength to kickstart state tourSubscriber Only","Pawar reiterates that he will not ally with BJP, rejecting buzz that Cong and Uddhav Sena are working on a 'Plan B' for 2024 Lok Sabha polls without his NCP faction",0
2444,"BJP’s Haryana ally JJP works to expand Rajasthan footprint, eyes Jat heartlandSubscriber Only","Chautala-led party, which is inducting new faces, hopes to contest specifically those seats where the BJP has traditionally been weak, main target Shekhawati region",0
2445,"SP tries to shed ‘Yadavs only’ tag: After makeover for top body, plans afoot to restart caste census driveSubscriber Only","Akhilesh Yadav is trying to get right the party’s strategy for the PDA constituency — Pichhde (backward classes), Dalits, and Alpsankhyak (minorities) — ahead of the crucial general elections next year.",0
2446,"Welfare plank boosts BJP prospects in MP polls, sets off its worry in Rajasthan, ChhattisgarhSubscriber Only","While BJP hopes to ride on Chouhan govt’s welfare schemes to return to power in MP, the party seems to be concerned over its prospects in Rajasthan and Chhattisgarh polls amidst Cong govts’ welfare push there",0
2447,"Odisha Congress chief on BJP-BJD ‘nexus’: ‘Support on central Bills, no-trust vote, what more proof do you need?’Subscriber Only",Sarat Pattanayak says party plans to gherao headquarters of 314 blocks in the state on September 18 to expose links between the two parties.,0
2448,"Nehru Memorial renamed PM Museum, Oppn, BJP cross swordsSubscriber Only","Petty politics, says Oppn; respect for all PMs, says ruling party",0
2449,"Bengal BJP failing to make headway, J P Nadda sends a strong message to state leaders: ‘Work more, talk less’Subscriber Only",BJP president tells party’s Bengal leadership that hitting out at Mamata Banerjee cannot be the only strategy for 2024: “Work on the party cadre at the ground level”,0
2450,‘Wrong facts’: Sachin Pilot hits out after Amit Malviya claims his father bombed MizoramSubscriber Only,"While Amit Malviya claimed in a social media post that Rajesh Pilot had bombed Aizawl on March 5, 1966, Rajasthan Congress leader Sachin Pilot said his father was only commissioned into the IAF on October 29, 1966.",0
2451,Discontent with leadership brews in Tripura Congress over Left’s bypoll moveSubscriber Only,"Former state Congress chief Birajit Sinha predicts “tough fight” in the two bypolls, says party “not in safe hands”; NSUI state chief also targets party leadership",0
2452,"Today in Politics: BJP top brass huddle for states’ poll prep, Delhi Assembly set for stormy session over NCT Act","BJP Central Election Committee, which includes PM Modi, HM Shah and BJP chief Nadda, is holding a meeting with leaders of five poll-bound states to discuss their strategies, especially for 'weak' party seats",0
2453,"Discontent over Assam delimitation spreads: Minority, indigenous outfits to sitting MLAsSubscriber Only","AIUDF chief claims a sharp dip in 'Muslim seats', Cong leader points to geographical 'inconsistencies', AGP MLA resigns, but ECI says its final order addresses 45% of representations",0
2454,"India by end of the decade: ‘Anchor in multipolar world’, ‘fewer regional disparities’ — six leaders share their vision","From Assam CM Himanta Biswa Sarma to Congress MP Shashi Tharoor, on 77th Independence Day political leaders across the divide share where they wish to see India by 2030.",0
2455,"From the Urdu Press | I-Day call for ‘freedom from hate and fear’, PM vs Rahul on Manipur, ‘EC Bill overturns SC ruling’Subscriber Only","Ignoring serious challenges facing the country, the govt has been making bids to control the narrative to ensure 'people see only what it wants them to see' so that it could garner political dividends, writes Salar",0
2456,"PM Modi touches on problem areas in I-Day speech: Manipur, inflation, unemploymentSubscriber Only","“The coming five years are the crucial golden moment for realising the dreams for our country in 2047 … This is a new India, this is an India full of self-confidence,” PM says from the ramparts of the Red Fort",0
2457,"Crass election speech filled with distortions, lies: Congress on Modi address","Jairam Ramesh says PM made Independence Day speech all about his image, Modi tenure marked by “bad policies, injustice and ill intention”",0
2458,"Modi frames 2024 battle: Fight against corruption, nepotism, appeasement; singles out a ‘parivaarvadi’ partySubscriber Only","In his Independence Day speech from the Red Fort, PM emphasises the need to strengthen “probity, transparency and impartiality”, says no bigger filth than corruption in public life",0
2459,"Independence Day: At 90 minutes, PM Modi’s speech among his longest; Nehru, Indira delivered shortest onesSubscriber Only","Since 1947, each prime minister has spoken for an average of 40 minutes. With 10 addresses, Modi now trails only Jawaharlal Nehru, who delivered 17 straight I-Day speeches, and Indira Gandhi who gave 16",0
2460,"Faultline between BJP’s Kashmir, Jammu units simmers as leadership defuses crisisSubscriber Only","J&K BJP has removed three office-bearers in a bid to pacify its disgruntled Valley leaders, who threatened to resign en masse against foisting of Jammu leaders on them.",0
2461,"Caught in a BJP-Mahagathbandan tussle, an AIIMS project languishes in BiharSubscriber Only",The Centre approved the Darbhanga AIIMS in 2020 but since BJP and Nitish Kumar's JD(U) parted ways last year it has been in the middle of a tussle between the two sides.,0
2462,"As Rajasthan govt bans student union polls, Cong outfit, BJP oppose moveSubscriber Only","BJP alleges Gehlot administration stopped polls from being held as it was afraid NSUI would lose, the Congress’s student wing says it wants elections to be held",0
2463,"Today in Politics: Narendra Modi’s last I-Day speech before 2024 LS polls, what can we expect from PM?","The prime minister has always used the Red Fort ramparts to present his government’s report card, unveil flagship schemes, and present his governance vision. This address may see more of that.",0
2464,MVA caught in a guessing game over Pawar play as its unease grows ahead of INDIA meetSubscriber Only,"On his first visit to Baramati since Pawar faction's switch to BJP coalition, Ajit Pawar says there is no confusion within MVA and that it will 'successfully organise' INDIA bloc's Mumbai conclave",0
